                   0 a =     x, b =     x, cin = x, s =     x, cout = x
                6362 a = 49915, b = 41902, cin = 0, s = 23899, cout = 1
                6363 a = 49915, b = 41902, cin = 0, s = 27649, cout = 1
                6364 a = 49915, b = 41902, cin = 0, s = 25737, cout = 1
                6365 a = 49915, b = 41902, cin = 0, s = 26281, cout = 1
                6370 a =  2191, b = 48175, cin = 1, s = 26281, cout = 1
                6371 a =  2191, b = 48175, cin = 1, s = 45917, cout = 1
                6372 a =  2191, b = 48175, cin = 1, s = 45917, cout = 0
                6373 a =  2191, b = 48175, cin = 1, s = 42527, cout = 0
                6374 a =  2191, b = 48175, cin = 1, s = 42175, cout = 0
                6375 a =  2191, b = 48175, cin = 1, s = 50367, cout = 0
                6380 a = 51894, b = 13206, cin = 1, s = 50367, cout = 0
                6381 a = 51894, b = 13206, cin = 1, s = 35135, cout = 0
                6383 a = 51894, b = 13206, cin = 1, s = 39949, cout = 1
                6384 a = 51894, b = 13206, cin = 1, s =  7245, cout = 0
                6385 a = 51894, b = 13206, cin = 1, s = 65101, cout = 0
                6390 a = 24775, b = 46834, cin = 0, s = 65101, cout = 0
                6391 a = 24775, b = 46834, cin = 0, s = 53593, cout = 0
                6393 a = 24775, b = 46834, cin = 0, s = 38385, cout = 1
                6394 a = 24775, b = 46834, cin = 0, s =  6073, cout = 1
                6400 a = 43479, b = 26184, cin = 1, s =  6073, cout = 1
                6401 a = 43479, b = 26184, cin = 1, s =  3602, cout = 1
                6403 a = 43479, b = 26184, cin = 1, s =  3860, cout = 1
                6404 a = 43479, b = 26184, cin = 1, s =  4096, cout = 1
                6405 a = 43479, b = 26184, cin = 1, s =  3584, cout = 1
                6406 a = 43479, b = 26184, cin = 1, s =  4128, cout = 1
                6410 a = 45723, b = 26685, cin = 0, s =  4128, cout = 1
                6411 a = 45723, b = 26685, cin = 0, s =  1304, cout = 1
                6413 a = 45723, b = 26685, cin = 0, s =  1428, cout = 1
                6414 a = 45723, b = 26685, cin = 0, s = 15064, cout = 1
                6416 a = 45723, b = 26685, cin = 0, s =  6872, cout = 1
                6420 a = 29377, b = 64319, cin = 0, s =  6872, cout = 1
                6421 a = 29377, b = 64319, cin = 0, s = 18816, cout = 1
                6423 a = 29377, b = 64319, cin = 0, s = 28080, cout = 1
                6424 a = 29377, b = 64319, cin = 0, s = 27648, cout = 1
                6425 a = 29377, b = 64319, cin = 0, s = 28128, cout = 1
                6426 a = 29377, b = 64319, cin = 0, s = 28160, cout = 1
                6427 a = 29377, b = 64319, cin = 0, s = 27648, cout = 1
                6428 a = 29377, b = 64319, cin = 0, s = 28160, cout = 1
                6430 a = 54635, b = 24159, cin = 0, s = 28160, cout = 1
                6431 a = 54635, b = 24159, cin = 0, s = 27850, cout = 1
                6433 a = 54635, b = 24159, cin = 0, s =  8394, cout = 1
                6434 a = 54635, b = 24159, cin = 0, s = 13770, cout = 1
                6436 a = 54635, b = 24159, cin = 0, s = 13258, cout = 1
                6440 a = 11766, b =  2042, cin = 1, s = 13258, cout = 1
                6441 a = 11766, b =  2042, cin = 1, s = 37619, cout = 1
                6443 a = 11766, b =  2042, cin = 1, s = 12769, cout = 0
                6444 a = 11766, b =  2042, cin = 1, s = 13809, cout = 0
                6450 a =  7159, b = 42497, cin = 1, s = 13809, cout = 0
                6451 a =  7159, b = 42497, cin = 1, s = 41483, cout = 0
                6453 a =  7159, b = 42497, cin = 1, s = 43501, cout = 0
                6454 a =  7159, b = 42497, cin = 1, s = 49689, cout = 0
                6455 a =  7159, b = 42497, cin = 1, s = 49177, cout = 0
                6456 a =  7159, b = 42497, cin = 1, s = 50169, cout = 0
                6458 a =  7159, b = 42497, cin = 1, s = 49657, cout = 0
                6460 a = 29694, b = 22412, cin = 1, s = 49657, cout = 0
                6461 a = 29694, b = 22412, cin = 1, s = 22653, cout = 0
                6463 a = 29694, b = 22412, cin = 1, s = 56175, cout = 0
                6464 a = 29694, b = 22412, cin = 1, s = 52075, cout = 0
                6465 a = 29694, b = 22412, cin = 1, s = 52107, cout = 0
                6470 a = 47332, b =   955, cin = 1, s = 52107, cout = 0
                6471 a = 47332, b =   955, cin = 1, s = 21670, cout = 0
                6473 a = 47332, b =   955, cin = 1, s = 62142, cout = 0
                6474 a = 47332, b =   955, cin = 1, s = 48288, cout = 0
                6475 a = 47332, b =   955, cin = 1, s = 48256, cout = 0
                6476 a = 47332, b =   955, cin = 1, s = 48288, cout = 0
                6480 a = 24583, b = 52849, cin = 1, s = 48288, cout = 0
                6481 a = 24583, b = 52849, cin = 1, s = 43401, cout = 0
                6483 a = 24583, b = 52849, cin = 1, s = 10441, cout = 1
                6484 a = 24583, b = 52849, cin = 1, s = 11929, cout = 1
                6486 a = 24583, b = 52849, cin = 1, s = 11897, cout = 1
                6490 a =  7110, b = 53976, cin = 1, s = 11897, cout = 1
                6491 a =  7110, b = 53976, cin = 1, s = 18705, cout = 1
                6493 a =  7110, b = 53976, cin = 1, s = 60563, cout = 0
                6494 a =  7110, b = 53976, cin = 1, s = 60575, cout = 0
                6495 a =  7110, b = 53976, cin = 1, s = 61087, cout = 0
                6500 a = 39968, b = 27455, cin = 1, s = 61087, cout = 0
                6501 a = 39968, b = 27455, cin = 1, s = 53406, cout = 0
                6503 a = 39968, b = 27455, cin = 1, s = 58718, cout = 0
                6504 a = 39968, b = 27455, cin = 1, s = 59712, cout = 1
                6505 a = 39968, b = 27455, cin = 1, s =  1856, cout = 1
                6506 a = 39968, b = 27455, cin = 1, s =  1888, cout = 1
                6510 a = 41609, b = 49531, cin = 1, s =  1888, cout = 1
                6511 a = 41609, b = 49531, cin = 1, s = 37773, cout = 1
                6513 a = 41609, b = 49531, cin = 1, s = 33741, cout = 1
                6514 a = 41609, b = 49531, cin = 1, s = 25093, cout = 1
                6516 a = 41609, b = 49531, cin = 1, s = 25605, cout = 1
                6520 a = 16213, b =  8908, cin = 0, s = 25605, cout = 1
                6521 a = 16213, b =  8908, cin = 0, s =  6767, cout = 1
                6522 a = 16213, b =  8908, cin = 0, s =  6767, cout = 0
                6523 a = 16213, b =  8908, cin = 0, s = 23157, cout = 0
                6524 a = 16213, b =  8908, cin = 0, s = 16929, cout = 0
                6525 a = 16213, b =  8908, cin = 0, s = 16897, cout = 0
                6526 a = 16213, b =  8908, cin = 0, s = 25121, cout = 0
                6530 a = 17899, b = 63544, cin = 0, s = 25121, cout = 0
                6531 a = 17899, b = 63544, cin = 0, s = 49771, cout = 0
                6533 a = 17899, b = 63544, cin = 0, s =  1699, cout = 1
                6534 a = 17899, b = 63544, cin = 0, s = 24099, cout = 1
                6536 a = 17899, b = 63544, cin = 0, s = 15907, cout = 1
                6540 a = 24564, b =  5310, cin = 0, s = 15907, cout = 1
                6541 a = 24564, b =  5310, cin = 0, s = 51386, cout = 1
                6543 a = 24564, b =  5310, cin = 0, s = 24738, cout = 0
                6544 a = 24564, b =  5310, cin = 0, s = 29874, cout = 0
                6550 a = 35047, b = 58821, cin = 1, s = 29874, cout = 0
                6551 a = 35047, b = 58821, cin = 1, s = 21211, cout = 0
                6552 a = 35047, b = 58821, cin = 1, s = 21211, cout = 1
                6553 a = 35047, b = 58821, cin = 1, s = 31417, cout = 1
                6554 a = 35047, b = 58821, cin = 1, s = 28333, cout = 1
                6560 a = 45423, b = 18515, cin = 1, s = 28333, cout = 1
                6561 a = 45423, b = 18515, cin = 1, s = 64179, cout = 1
                6562 a = 45423, b = 18515, cin = 1, s = 64179, cout = 0
                6563 a = 45423, b = 18515, cin = 1, s = 64443, cout = 0
                6564 a = 45423, b = 18515, cin = 1, s = 64419, cout = 0
                6565 a = 45423, b = 18515, cin = 1, s = 63907, cout = 0
                6566 a = 45423, b = 18515, cin = 1, s = 63939, cout = 0
                6570 a = 27700, b = 42199, cin = 0, s = 63939, cout = 0
                6571 a = 27700, b = 42199, cin = 0, s = 51229, cout = 0
                6573 a = 27700, b = 42199, cin = 0, s = 32923, cout = 1
                6574 a = 27700, b = 42199, cin = 0, s =  4363, cout = 1
                6580 a = 58153, b = 43134, cin = 1, s =  4363, cout = 1
                6581 a = 58153, b = 43134, cin = 1, s = 37566, cout = 1
                6583 a = 58153, b = 43134, cin = 1, s = 39552, cout = 1
                6584 a = 58153, b = 43134, cin = 1, s = 36232, cout = 1
                6585 a = 58153, b = 43134, cin = 1, s = 36264, cout = 1
                6586 a = 58153, b = 43134, cin = 1, s = 35752, cout = 1
                6590 a =  8164, b = 50244, cin = 1, s = 35752, cout = 1
                6591 a =  8164, b = 50244, cin = 1, s =  7007, cout = 1
                6592 a =  8164, b = 50244, cin = 1, s =  7007, cout = 0
                6593 a =  8164, b = 50244, cin = 1, s = 21263, cout = 0
                6594 a =  8164, b = 50244, cin = 1, s = 49705, cout = 0
                6596 a =  8164, b = 50244, cin = 1, s = 58409, cout = 0
                6600 a =  5009, b =  1028, cin = 1, s = 58409, cout = 0
                6601 a =  5009, b =  1028, cin = 1, s = 10268, cout = 0
                6603 a =  5009, b =  1028, cin = 1, s =  8340, cout = 0
                6604 a =  5009, b =  1028, cin = 1, s = 14742, cout = 0
                6606 a =  5009, b =  1028, cin = 1, s =  6038, cout = 0
                6610 a =  4391, b = 38173, cin = 0, s =  6038, cout = 0
                6611 a =  4391, b = 38173, cin = 0, s = 33848, cout = 0
                6613 a =  4391, b = 38173, cin = 0, s = 42544, cout = 0
                6614 a =  4391, b = 38173, cin = 0, s = 42532, cout = 0
                6616 a =  4391, b = 38173, cin = 0, s = 42564, cout = 0
                6620 a = 30458, b = 30738, cin = 0, s = 42564, cout = 0
                6621 a = 30458, b = 30738, cin = 0, s = 11414, cout = 0
                6623 a = 30458, b = 30738, cin = 0, s = 61084, cout = 0
                6624 a = 30458, b = 30738, cin = 0, s = 61196, cout = 0
                6630 a = 27196, b = 48637, cin = 0, s = 61196, cout = 0
                6631 a = 27196, b = 48637, cin = 0, s = 13861, cout = 0
                6633 a = 27196, b = 48637, cin = 0, s = 34361, cout = 1
                6634 a = 27196, b = 48637, cin = 0, s =  2105, cout = 1
                6635 a = 27196, b = 48637, cin = 0, s = 10297, cout = 1
                6640 a = 48094, b = 49553, cin = 0, s = 10297, cout = 1
                6641 a = 48094, b = 49553, cin = 0, s = 34231, cout = 1
                6643 a = 48094, b = 49553, cin = 0, s = 54767, cout = 1
                6644 a = 48094, b = 49553, cin = 0, s = 40303, cout = 1
                6645 a = 48094, b = 49553, cin = 0, s = 32111, cout = 1
                6650 a =  1034, b = 14601, cin = 1, s = 32111, cout = 1
                6651 a =  1034, b = 14601, cin = 1, s = 14882, cout = 1
                6652 a =  1034, b = 14601, cin = 1, s = 14882, cout = 0
                6653 a =  1034, b = 14601, cin = 1, s = 14620, cout = 0
                6654 a =  1034, b = 14601, cin = 1, s = 16148, cout = 0
                6655 a =  1034, b = 14601, cin = 1, s = 15636, cout = 0
                6660 a = 42823, b = 60024, cin = 0, s = 15636, cout = 0
                6661 a = 42823, b = 60024, cin = 0, s = 19753, cout = 0
                6662 a = 42823, b = 60024, cin = 0, s = 19753, cout = 1
                6663 a = 42823, b = 60024, cin = 0, s =  2495, cout = 1
                6664 a = 42823, b = 60024, cin = 0, s = 37343, cout = 1
                6665 a = 42823, b = 60024, cin = 0, s = 37311, cout = 1
                6670 a = 13376, b = 17724, cin = 1, s = 37311, cout = 1
                6671 a = 13376, b = 17724, cin = 1, s = 44541, cout = 1
                6672 a = 13376, b = 17724, cin = 1, s = 44541, cout = 0
                6673 a = 13376, b = 17724, cin = 1, s = 59747, cout = 0
                6674 a = 13376, b = 17724, cin = 1, s = 39293, cout = 0
                6675 a = 13376, b = 17724, cin = 1, s = 39325, cout = 0
                6676 a = 13376, b = 17724, cin = 1, s = 31101, cout = 0
                6680 a =  8532, b = 52230, cin = 1, s = 31101, cout = 0
                6681 a =  8532, b = 52230, cin = 1, s = 58707, cout = 0
                6683 a =  8532, b = 52230, cin = 1, s = 60763, cout = 0
                6690 a =  9241, b = 60394, cin = 1, s = 60763, cout = 0
                6691 a =  9241, b = 60394, cin = 1, s = 53242, cout = 0
                6693 a =  9241, b = 60394, cin = 1, s = 36834, cout = 1
                6694 a =  9241, b = 60394, cin = 1, s =  4068, cout = 1
                6695 a =  9241, b = 60394, cin = 1, s =  3588, cout = 1
                6697 a =  9241, b = 60394, cin = 1, s =  4100, cout = 1
                6700 a = 63927, b = 65404, cin = 1, s =  4100, cout = 1
                6701 a = 63927, b = 65404, cin = 1, s = 55612, cout = 1
                6703 a = 63927, b = 65404, cin = 1, s = 63780, cout = 1
                6704 a = 63927, b = 65404, cin = 1, s = 63796, cout = 1
                6710 a = 52420, b = 46147, cin = 0, s = 63796, cout = 1
                6711 a = 52420, b = 46147, cin = 0, s = 34681, cout = 1
                6713 a = 52420, b = 46147, cin = 0, s = 29975, cout = 1
                6714 a = 52420, b = 46147, cin = 0, s = 33031, cout = 1
                6715 a = 52420, b = 46147, cin = 0, s = 24839, cout = 1
                6716 a = 52420, b = 46147, cin = 0, s = 33031, cout = 1
                6720 a = 44092, b =  6605, cin = 0, s = 33031, cout = 1
                6721 a = 44092, b =  6605, cin = 0, s = 19569, cout = 1
                6722 a = 44092, b =  6605, cin = 0, s = 19569, cout = 0
                6723 a = 44092, b =  6605, cin = 0, s = 17641, cout = 0
                6724 a = 44092, b =  6605, cin = 0, s = 51177, cout = 0
                6725 a = 44092, b =  6605, cin = 0, s = 50697, cout = 0
                6726 a = 44092, b =  6605, cin = 0, s = 50185, cout = 0
                6727 a = 44092, b =  6605, cin = 0, s = 50697, cout = 0
                6730 a =  1840, b = 10153, cin = 0, s = 50697, cout = 0
                6731 a =  1840, b = 10153, cin = 0, s = 21345, cout = 0
                6733 a =  1840, b = 10153, cin = 0, s = 20345, cout = 0
                6734 a =  1840, b = 10153, cin = 0, s = 12025, cout = 0
                6735 a =  1840, b = 10153, cin = 0, s = 11993, cout = 0
                6740 a = 37853, b = 58248, cin = 1, s = 11993, cout = 0
                6741 a = 37853, b = 58248, cin = 1, s = 32276, cout = 0
                6742 a = 37853, b = 58248, cin = 1, s = 32276, cout = 1
                6743 a = 37853, b = 58248, cin = 1, s = 30534, cout = 1
                6745 a = 37853, b = 58248, cin = 1, s = 30566, cout = 1
                6750 a = 36343, b = 35634, cin = 0, s = 30566, cout = 1
                6751 a = 36343, b = 35634, cin = 0, s =   503, cout = 1
                6753 a = 36343, b = 35634, cin = 0, s =  5281, cout = 1
                6754 a = 36343, b = 35634, cin = 0, s =  6441, cout = 1
